run_id,learned_mass1,learned_mass2,learned_mass3,ref_mass1,ref_mass2,ref_mass3
20250220_141711_42623,0.012494269022173769,0.007117550364046234,0.0029677743526618236,0.007414112409472271,0.005524646413759648,4.0518976257450287e-10
20250220_163958_16038,0.0014877487028170022,0.0010554565096401118,9.813267922845682e-05,0.00020068856498197115,0.00015244198439321187,3.81480088970759e-12
