run_id,learned_mass1,learned_mass2,learned_mass3,ref_mass1,ref_mass2,ref_mass3
20250226_023352_90807,0.0005090027726165344,0.0003740180878262486,0.0002220598055966951,0.0003950047218662122,0.00038184673980008206,4.426924306817694e-12
